Número de correlativo;Año;Tipo de Carne;Mes;Departamento;Municipio;Clase;Sexo (subclase);Número de cabezas;Peso total en libras;Peso total del número de cabezas (quintales);Peso vivo promedio (peso de cada cabeza);Carne y hueso;Sebo;Total;Vísceras;Cuero;Sangre;Desperdicio
4394;2022;1;7;13;1327;1;5;57;26310;263;4.62;131;12;143;37;21;13;3
4395;2022;1;6;14;1421;1;1;12;9480;95;7.90;47;4;52;12;8;5;1
4396;2022;1;6;14;1421;1;2;12;9120;91;7.60;45;4;49;12;6;5;0
4397;2022;1;6;14;1421;1;6;10;5750;58;5.75;29;3;31;8;5;3;1
4398;2022;1;6;14;1421;2;8;33;3550;36;1.08;21;10;30;3;0;1;2
4399;2022;1;6;14;1421;2;9;33;3600;36;1.09;21;10;31;3;0;1;2
4400;2022;1;7;14;1401;1;1;97;70325;703;7.25;351;31;382;88;56;35;7
4401;2022;1;7;14;1401;1;2;104;48880;489;4.70;240;22;262;63;35;24;2
4402;2022;1;7;14;1401;1;5;46;24748;247;5.38;123;11;135;35;20;12;2
4403;2022;1;7;14;1402;1;1;19;15010;150;7.90;75;7;82;19;12;8;2
4404;2022;1;7;14;1402;1;2;22;16720;167;7.60;82;8;90;22;12;8;1
4405;2022;1;7;14;1402;1;5;14;8260;83;5.90;41;4;45;12;7;4;1
4406;2022;1;7;14;1402;1;6;18;10350;104;5.75;52;5;56;14;8;5;1
4407;2022;1;7;14;1402;2;8;61;5490;55;0.90;32;15;47;4;0;2;2
4408;2022;1;7;14;1402;2;9;56;5040;50;0.90;29;13;43;4;0;1;2
4409;2022;1;7;14;1404;1;1;10;6600;66;6.60;33;3;36;8;5;3;1
4410;2022;1;7;14;1404;1;2;10;5000;50;5.00;25;2;27;6;4;3;0
4411;2022;1;7;14;1404;1;5;10;5380;54;5.38;27;2;29;8;4;3;1
4412;2022;1;7;14;1404;1;6;6;1846;18;3.08;9;1;10;3;1;1;0
4413;2022;1;7;14;1405;1;1;21;13860;139;6.60;69;6;75;17;11;7;1
4414;2022;1;7;14;1406;1;1;45;35550;356;7.90;177;16;193;44;28;18;4
4415;2022;1;7;14;1406;1;2;58;44080;441;7.60;216;20;236;57;31;22;2
4416;2022;1;7;14;1406;1;5;60;35400;354;5.90;177;16;192;50;28;18;4
4417;2022;1;7;14;1406;1;6;55;31625;316;5.75;158;14;172;44;25;16;3
4418;2022;1;7;14;1406;2;8;300;37500;375;1.25;218;100;318;30;0;11;17
4419;2022;1;7;14;1406;2;9;270;31050;311;1.15;180;83;263;24;0;9;14
4420;2022;1;7;14;1412;1;1;60;47400;474;7.90;237;21;258;59;38;24;5
4421;2022;1;7;14;1412;1;2;20;16000;160;8.00;79;7;86;21;11;8;1
4422;2022;1;7;14;1412;1;3;5;4585;46;9.17;23;2;24;6;3;2;0
4423;2022;1;7;14;1412;1;5;15;8850;89;5.90;44;4;48;12;7;4;1
4424;2022;1;7;14;1412;1;6;13;7475;75;5.75;37;3;41;10;6;4;1
4425;2022;1;7;14;1415;1;1;79;52140;521;6.60;260;23;283;65;41;26;5
4426;2022;1;7;14;1415;1;5;10;5380;54;5.38;27;2;29;8;4;3;1
4427;2022;1;7;14;1415;1;6;35;14000;140;4.00;70;6;76;20;11;7;1
4428;2022;1;7;14;1415;2;8;43;2580;26;0.60;15;7;22;2;0;1;1
4429;2022;1;7;14;1415;2;9;25;1500;15;0.60;9;4;13;1;0;0;1
4430;2022;1;7;14;1415;3;8;1;60;1;0.60;0.36;0.04;0.40;0.07;0.08;0.01;0.01
4431;2022;1;7;14;1415;3;9;3;93;1;0.31;0.55;0.07;0.62;0.11;0.12;0.02;0.02
4432;2022;1;7;14;1416;1;5;135;72630;726;5.38;362;32;395;102;58;36;7
4433;2022;1;7;14;1417;1;1;7;4620;46;6.60;23;2;25;6;4;2;0
4434;2022;1;7;14;1417;1;3;5;3475;35;6.95;17;1;19;4;3;2;0
4435;2022;1;7;14;1417;1;5;8;4304;43;5.38;21;2;23;6;3;2;0
4436;2022;1;7;14;1418;1;1;19;15010;150;7.90;75;7;82;19;12;8;2
4437;2022;1;7;14;1418;1;2;7;5000;50;7.14;25;2;27;6;4;3;0
4438;2022;1;7;14;1418;1;4;5;1500;15;3.00;8;1;9;2;1;1;0
4439;2022;1;7;14;1418;1;5;1;590;6;5.90;3;0;3;1;0;0;0
4440;2022;1;7;14;1418;1;6;4;2300;23;5.75;11;1;13;3;2;1;0
4441;2022;1;7;14;1418;2;8;10;3000;30;3.00;17;8;25;2;0;1;1
4442;2022;1;7;14;1418;2;9;8;1500;15;1.88;9;4;13;1;0;0;1
4443;2022;1;7;14;1421;1;1;12;9480;95;7.90;47;4;52;12;8;5;1
4444;2022;1;7;14;1421;1;2;10;7600;76;7.60;37;3;41;10;5;4;0
4445;2022;1;7;14;1421;1;6;9;5175;52;5.75;26;2;28;7;4;3;1
4446;2022;1;7;14;1421;3;8;34;2040;20;0.60;12.15;1.43;13.58;2.45;2.56;0.41;0.41
4447;2022;1;7;14;1421;3;9;34;2040;20;0.60;12.15;1.43;13.58;2.45;2.56;0.41;0.41
4448;2022;1;7;15;1501;1;1;4;2800;28;7.00;14;1;15;3;2;1;0
4449;2022;1;7;15;1501;1;5;28;16800;168;6.00;84;7;91;24;13;8;2
4450;2022;1;7;15;1501;1;6;3;1200;12;4.00;6;1;7;2;1;1;0
4451;2022;1;7;15;1502;1;1;3;2055;21;6.85;10;1;11;3;2;1;0
4452;2022;1;7;15;1502;1;5;25;13450;135;5.38;67;6;73;19;11;7;1
4453;2022;1;7;15;1502;1;6;2;800;8;4.00;4;0;4;1;1;0;0
4454;2022;1;7;15;1503;1;1;21;14385;144;6.85;72;6;78;18;11;7;1
4455;2022;1;7;15;1503;1;5;56;30128;301;5.38;150;13;164;42;24;15;3
4456;2022;1;7;15;1503;1;6;17;6800;68;4.00;34;3;37;10;5;3;1
4457;2022;1;7;15;1504;1;5;40;21520;215;5.38;107;10;117;30;17;11;2
4458;2022;1;7;15;1505;1;1;6;3960;40;6.60;20;2;22;5;3;2;0
4459;2022;1;7;15;1505;1;2;1;500;5;5.00;2;0;3;1;0;0;0
4460;2022;1;7;15;1505;1;5;12;6456;65;5.38;32;3;35;9;5;3;1
4461;2022;1;7;15;1505;2;8;3;500;5;1.67;3;1;4;0;0;0;0
4462;2022;1;7;15;1505;2;9;15;900;9;0.60;5;2;8;1;0;0;0
4463;2022;1;10;1;102;2;8;2102;215850;2,159;1.03;1,253;578;1,831;170;0;60;97
4464;2022;1;10;1;102;2;9;2109;218524;2,185;1.04;1,268;585;1,853;172;0;61;98
4465;2022;1;11;1;102;2;8;1051;225585;2,256;2.15;1,309;604;1,913;178;0;63;101
4466;2022;1;11;1;102;2;9;1074;232179;2,322;2.16;1,347;622;1,969;183;0;65;104
4467;2022;1;12;1;102;2;8;1321;277727;2,777;2.10;1,612;744;2,356;219;0;78;125
4468;2022;1;12;1;102;2;9;1355;288382;2,884;2.13;1,674;772;2,446;227;0;81;130
4469;2022;1;10;12;1206;1;1;12;7920;79;6.60;40;4;43;10;6;4;1
4470;2022;1;10;12;1206;1;2;14;6300;63;4.50;31;3;34;8;4;3;0
4471;2022;1;10;12;1206;1;4;10;3500;35;3.50;18;2;21;4;3;1;0
4472;2022;1;10;12;1206;1;5;6;2700;27;4.50;13;1;15;4;2;1;0
4473;2022;1;10;12;1206;2;8;10;1500;15;1.50;9;4;13;1;0;0;1
4474;2022;1;10;12;1206;2;9;8;1200;12;1.50;7;3;10;1;0;0;1
4475;2022;1;10;12;1206;3;8;20;600;6;0.30;3.57;0.42;3.99;0.72;0.75;0.12;0.12
4476;2022;1;10;12;1206;3;9;18;1080;11;0.60;6.43;0.76;7.19;1.30;1.35;0.22;0.22
4477;2022;1;10;12;1206;4;8;10;350;4;0.35;2.08;0.25;2.33;0.46;0.44;0.09;0.09
4478;2022;1;10;12;1206;4;9;12;360;4;0.30;2.14;0.25;2.40;0.47;0.45;0.09;0.09
4479;2022;1;10;12;1204;1;1;27;17820;178;6.60;89;8;97;22;14;9;2
4480;2022;1;10;12;1206;1;5;10;5380;54;5.38;27;2;29;8;4;3;1
4481;2022;1;10;12;1204;2;8;25;3000;30;1.20;17;8;25;2;0;1;1
4482;2022;1;10;12;1204;2;9;15;3000;30;2.00;17;8;25;2;0;1;1
4483;2022;1;10;12;1204;3;8;13;780;8;0.60;4.64;0.55;5.19;0.94;0.98;0.16;0.16
4484;2022;1;10;12;1204;3;9;17;1020;10;0.60;6.07;0.71;6.79;1.22;1.28;0.20;0.20
4485;2022;1;10;12;1204;4;8;12;720;7;0.60;4.29;0.50;4.79;0.95;0.90;0.19;0.19
4486;2022;1;10;12;1204;4;9;3;180;2;0.60;1.07;0.13;1.20;0.24;0.23;0.05;0.05
4487;2022;1;7;15;1506;1;5;26;13988;140;5.38;70;6;76;20;11;7;1
4488;2022;1;7;15;1506;1;6;3;1033;10;3.44;5;0;6;1;1;1;0
4489;2022;1;7;15;1506;2;8;6;360;4;0.60;2;1;3;0;0;0;0
4490;2022;1;7;15;1506;2;9;10;600;6;0.60;3;2;5;0;0;0;0
4491;2022;1;7;15;1508;1;5;2;1076;11;5.38;5;0;6;2;1;1;0
4492;2022;1;8;15;1502;1;1;1;685;7;6.85;3;0;4;1;1;0;0
4493;2022;1;8;15;1502;1;5;31;16678;167;5.38;83;7;91;23;13;8;2
4494;2022;1;8;15;1503;1;1;24;16440;164;6.85;82;7;89;21;13;8;2
4495;2022;1;8;15;1503;1;5;45;24210;242;5.38;121;11;132;34;19;12;2
4496;2022;1;8;15;1503;1;6;16;6400;64;4.00;32;3;35;9;5;3;1
4497;2022;1;8;15;1504;1;5;50;26900;269;5.38;134;12;146;38;21;13;3
4498;2022;1;8;15;1506;1;5;28;15064;151;5.38;75;7;82;21;12;8;2
4499;2022;1;8;15;1506;1;6;2;1000;10;5.00;5;0;5;1;1;0;0
4500;2022;1;8;15;1506;2;8;8;480;5;0.60;3;1;4;0;0;0;0
4501;2022;1;8;15;1506;2;9;11;660;7;0.60;4;2;6;1;0;0;0
4502;2022;1;8;15;1508;1;1;1;660;7;6.60;3;0;4;1;1;0;0
4503;2022;1;7;16;1601;1;1;71;48635;486;6.85;243;22;264;61;39;24;5
4504;2022;1;7;16;1601;1;2;2;1000;10;5.00;5;0;5;1;1;1;0
4505;2022;1;7;16;1601;1;5;20;10760;108;5.38;54;5;58;15;9;5;1
4506;2022;1;7;16;1601;2;8;32;7680;77;2.40;45;21;65;6;0;2;3
4507;2022;1;7;16;1601;2;9;29;5365;54;1.85;31;14;46;4;0;2;2
4508;2022;1;7;16;1602;1;1;3;1980;20;6.60;10;1;11;2;2;1;0
4509;2022;1;7;16;1602;1;5;1;538;5;5.38;3;0;3;1;0;0;0
4510;2022;1;7;16;1602;2;8;6;378;4;0.63;2;1;3;0;0;0;0
4511;2022;1;7;16;1602;2;9;7;475;5;0.68;3;1;4;0;0;0;0
4512;2022;1;7;16;1603;1;1;101;69185;692;6.85;345;31;376;86;55;35;7
4513;2022;1;7;16;1603;1;5;13;6994;70;5.38;35;3;38;10;6;3;1
4514;2022;1;7;16;1603;1;6;13;5200;52;4.00;26;2;28;7;4;3;1
4515;2022;1;7;16;1603;2;8;159;47700;477;3.00;277;128;405;38;0;13;21
4516;2022;1;7;16;1603;2;9;37;11100;111;3.00;64;30;94;9;0;3;5
4517;2022;1;7;16;1604;1;1;30;19800;198;6.60;99;9;108;25;16;10;2
4518;2022;1;7;16;1604;1;5;74;39812;398;5.38;199;18;216;56;32;20;4
4519;2022;1;7;16;1604;1;6;5;2000;20;4.00;10;1;11;3;2;1;0
4520;2022;1;7;16;1604;2;8;45;9000;90;2.00;52;24;76;7;0;3;4
4521;2022;1;7;16;1604;2;9;42;8400;84;2.00;49;22;71;7;0;2;4
4522;2022;1;7;16;1607;1;1;10;6850;69;6.85;34;3;37;9;5;3;1
4523;2022;1;7;16;1607;1;5;8;4304;43;5.38;21;2;23;6;3;2;0
4524;2022;1;7;16;1607;2;8;11;2200;22;2.00;13;6;19;2;0;1;1
4525;2022;1;7;16;1607;2;9;7;1400;14;2.00;8;4;12;1;0;0;1
4526;2022;1;7;16;1609;1;1;81;55485;555;6.85;277;25;302;69;44;28;6
4527;2022;1;7;16;1609;1;5;20;10760;108;5.38;54;5;58;15;9;5;1
4528;2022;1;7;16;1609;2;8;22;5100;51;2.32;30;14;43;4;0;1;2
4529;2022;1;7;16;1609;2;9;70;16227;162;2.32;94;43;138;13;0;5;7
4530;2022;1;7;16;1613;1;1;112;76720;767;6.85;383;34;417;96;61;38;8
4531;2022;1;7;16;1613;1;5;40;21520;215;5.38;107;10;117;30;17;11;2
4532;2022;1;7;16;1613;2;8;11;2200;22;2.00;13;6;19;2;0;1;1
4533;2022;1;7;16;1613;2;9;9;1350;14;1.50;8;4;11;1;0;0;1
4534;2022;1;7;16;1616;1;1;65;44525;445;6.85;222;20;242;56;35;22;4
4535;2022;1;7;16;1616;1;2;11;5500;55;5.00;27;2;29;7;4;3;0
4536;2022;1;7;16;1616;1;5;19;10222;102;5.38;51;5;56;14;8;5;1
4537;2022;1;7;16;1616;2;8;13;1890;19;1.45;11;5;16;1;0;1;1
4538;2022;1;7;16;1616;2;9;15;3015;30;2.01;17;8;26;2;0;1;1
4539;2022;1;7;16;1617;1;1;18;12330;123;6.85;62;5;67;15;10;6;1
4540;2022;1;7;16;1617;1;5;30;16140;161;5.38;81;7;88;23;13;8;2
4541;2022;1;7;16;1617;1;6;22;8800;88;4.00;44;4;48;12;7;4;1
4542;2022;1;7;16;1617;2;8;2;200;2;1.00;1;1;2;0;0;0;0
4543;2022;1;7;16;1617;2;9;2;150;2;0.75;1;0;1;0;0;0;0
4544;2022;1;7;17;1701.1;1;5;9;4500;45;5.00;22;2;24;6;4;2;0
4545;2022;1;7;17;1701.1;2;8;44;6600;66;1.50;38;18;56;5;0;2;3
4546;2022;1;7;17;1701.1;2;9;27;4050;41;1.50;24;11;34;3;0;1;2
4547;2022;1;7;17;1701;1;1;2;1400;14;7.00;7;1;8;2;1;1;0
4548;2022;1;7;17;1701;1;5;106;53000;530;5.00;264;24;288;74;42;26;5
4549;2022;1;7;17;1701;2;8;40;6000;60;1.50;35;16;51;5;0;2;3
4550;2022;1;7;17;1701;2;9;131;19650;197;1.50;114;53;167;15;0;6;9
4551;2022;1;7;17;1703;1;1;6;3960;40;6.60;20;2;22;5;3;2;0
4552;2022;1;7;17;1703;1;5;20;9000;90;4.50;45;4;49;13;7;4;1
4553;2022;1;7;17;1703;1;6;10;4500;45;4.50;22;2;24;6;4;2;0
4554;2022;1;7;17;1703;2;8;92;6900;69;0.75;40;18;59;5;0;2;3
4555;2022;1;7;17;1703;2;9;72;5400;54;0.75;31;14;46;4;0;2;2
4556;2022;1;7;17;1711;1;1;3;2450;25;8.17;12;1;13;3;2;1;0
4557;2022;1;7;17;1711;1;2;5;3250;33;6.50;16;1;17;4;2;2;0
4558;2022;1;7;17;1711;1;5;22;13200;132;6.00;66;6;72;18;10;7;1
4559;2022;1;7;17;1711;1;6;19;11115;111;5.85;55;5;60;16;9;6;1
4560;2022;1;7;17;1712;1;1;37;28564;286;7.72;143;13;155;36;23;14;3
4561;2022;1;7;17;1712;1;2;51;33150;332;6.50;163;15;178;43;24;17;2
4562;2022;1;7;17;1712;1;5;103;61800;618;6.00;308;28;336;87;49;31;6
4563;2022;1;7;17;1712;1;6;19;11115;111;5.85;55;5;60;16;9;6;1
4564;2022;1;7;17;1712;2;8;197;49250;493;2.50;286;132;418;39;0;14;22
4565;2022;1;7;17;1712;2;9;278;55600;556;2.00;323;149;472;44;0;16;25
4566;2022;1;8;17;1701;1;1;1;700;7;7.00;3;0;4;1;1;0;0
4567;2022;1;8;17;1701;1;5;78;39000;390;5.00;195;17;212;55;31;19;4
4568;2022;1;8;17;1701;2;8;32;4800;48;1.50;28;13;41;4;0;1;2
4569;2022;1;8;17;1701;2;9;31;4650;47;1.50;27;12;39;4;0;1;2
4570;2022;1;8;17;1701.1;1;5;4;2000;20;5.00;10;1;11;3;2;1;0
4571;2022;1;8;17;1701.1;2;8;5;750;8;1.50;4;2;6;1;0;0;0
4572;2022;1;8;17;1701.1;2;9;4;600;6;1.50;3;2;5;0;0;0;0
4573;2022;1;8;17;1706;1;1;17;11050;111;6.50;55;5;60;14;9;6;1
4574;2022;1;8;17;1706;1;2;20;13000;130;6.50;64;6;70;17;9;7;1
4575;2022;1;8;17;1706;1;5;9;4050;41;4.50;20;2;22;6;3;2;0
4576;2022;1;8;17;1706;1;6;16;9360;94;5.85;47;4;51;13;7;5;1
4577;2022;1;8;17;1706;2;8;24;7200;72;3.00;42;19;61;6;0;2;3
4578;2022;1;8;17;1707;1;1;3;1980;20;6.60;10;1;11;2;2;1;0
4579;2022;1;8;17;1707;2;8;3;200;2;0.67;1;1;2;0;0;0;0
4580;2022;1;8;17;1709;1;1;14;10808;108;7.72;54;5;59;13;9;5;1
4581;2022;1;8;17;1709;1;2;15;9750;98;6.50;48;4;52;13;7;5;0
4582;2022;1;8;17;1709;1;5;12;7200;72;6.00;36;3;39;10;6;4;1
4583;2022;1;8;17;1709;1;6;5;2925;29;5.85;15;1;16;4;2;1;0
4584;2022;1;8;17;1709;2;8;16;4000;40;2.50;23;11;34;3;0;1;2
4585;2022;1;8;17;1709;2;9;29;7250;73;2.50;42;19;61;6;0;2;3
4586;2022;1;8;17;1710;1;2;21;14700;147;7.00;72;7;79;19;10;7;1
4587;2022;1;8;17;1710;1;6;20;11700;117;5.85;58;5;64;16;9;6;1
4588;2022;1;8;17;1710;2;8;16;4800;48;3.00;28;13;41;4;0;1;2
4589;2022;1;8;17;1712;1;1;27;20844;208;7.72;104;9;113;26;17;10;2
4590;2022;1;8;17;1712;1;2;43;27950;280;6.50;137;13;150;36;20;14;1
4591;2022;1;8;17;1712;1;5;102;61200;612;6.00;305;27;333;86;49;31;6
4592;2022;1;8;17;1712;1;6;21;12285;123;5.85;61;5;67;17;10;6;1
4593;2022;1;8;17;1712;2;8;217;54250;543;2.50;315;145;460;43;0;15;24
4594;2022;1;8;17;1712;2;9;268;53600;536;2.00;311;144;455;42;0;15;24
4595;2022;1;7;18;1801;1;1;25;19300;193;7.72;96;9;105;24;15;10;2
4596;2022;1;7;18;1801;1;2;16;11500;115;7.19;56;5;62;15;8;6;1
4597;2022;1;7;18;1801;1;5;577;346200;3,462;6.00;1,727;154;1,882;485;275;173;35
4598;2022;1;7;18;1801;1;6;8;4680;47;5.85;23;2;25;7;4;2;0
4599;2022;1;7;18;1801;2;8;392;98000;980;2.50;569;262;831;77;0;27;44
4600;2022;1;7;18;1802;1;1;2;1544;15;7.72;8;1;8;2;1;1;0
4601;2022;1;7;18;1802;1;2;2;1300;13;6.50;6;1;7;2;1;1;0
4602;2022;1;7;18;1802;2;8;1;300;3;3.00;2;1;3;0;0;0;0
4603;2022;1;7;18;1802;2;9;1;110;1;1.10;1;0;1;0;0;0;0
4604;2022;1;7;18;1803;1;1;2;1700;17;8.50;8;1;9;2;1;1;0
4605;2022;1;7;18;1803;1;5;49;26362;264;5.38;132;12;143;37;21;13;3
4606;2022;1;7;18;1803;1;6;3;1200;12;4.00;6;1;7;2;1;1;0
4607;2022;1;7;18;1804;1;1;6;4632;46;7.72;23;2;25;6;4;2;0
4608;2022;1;7;18;1804;1;2;13;8450;85;6.50;41;4;45;11;6;4;0
4609;2022;1;7;18;1804;1;5;249;149400;1,494;6.00;745;67;812;209;119;75;15
4610;2022;1;7;18;1804;1;6;26;15210;152;5.85;76;7;83;21;12;8;2
4611;2022;1;7;18;1805;1;1;3;2316;23;7.72;12;1;13;3;2;1;0
4612;2022;1;7;18;1805;1;5;20;12000;120;6.00;60;5;65;17;10;6;1
4613;2022;1;7;18;1805;2;8;2;600;6;3.00;3;2;5;0;0;0;0
4614;2022;1;7;18;1805;2;9;8;2400;24;3.00;14;6;20;2;0;1;1
4615;2022;1;7;19;1901;1;1;40;36000;360;9.00;180;16;196;45;29;18;4
4616;2022;1;7;19;1901;1;5;190;126920;1,269;6.68;633;57;690;178;101;63;13
4617;2022;1;7;19;1901;2;8;2;400;4;2.00;2;1;3;0;0;0;0
4618;2022;1;7;19;1901;2;9;10;2000;20;2.00;12;5;17;2;0;1;1
4619;2022;1;7;19;1902;1;1;5;4065;41;8.13;20;2;22;5;3;2;0
4620;2022;1;7;19;1902;1;2;6;3258;33;5.43;16;1;17;4;2;2;0
4621;2022;1;7;19;1902;1;6;26;12805;128;4.93;64;6;70;18;10;6;1
4622;2022;1;7;19;1902;2;8;9;1485;15;1.65;9;4;13;1;0;0;1
4623;2022;1;7;19;1902;2;9;28;4620;46;1.65;27;12;39;4;0;1;2
4624;2022;1;7;19;1904;1;5;194;116400;1,164;6.00;581;52;633;163;92;58;12
4625;2022;1;7;19;1905;1;1;5;4835;48;9.67;24;2;26;6;4;2;0
4626;2022;1;7;19;1905;1;5;28;18704;187;6.68;93;8;102;26;15;9;2
4627;2022;1;7;19;1905;2;8;18;4775;48;2.65;28;13;41;4;0;1;2
4628;2022;1;7;19;1905;2;9;32;10025;100;3.13;58;27;85;8;0;3;5
4629;2022;1;7;19;1906;1;5;1;668;7;6.68;3;0;4;1;1;0;0
4630;2022;1;7;19;1906;2;8;2;310;3;1.55;2;1;3;0;0;0;0
4631;2022;1;7;19;1907;1;5;21;11298;113;5.38;56;5;61;16;9;6;1
4632;2022;1;7;19;1908;1;5;8;5344;53;6.68;27;2;29;7;4;3;1
4633;2022;1;7;19;1908;1;6;8;4680;47;5.85;23;2;25;7;4;2;0
4634;2022;1;7;19;1908;2;8;4;640;6;1.60;4;2;5;1;0;0;0
4635;2022;1;7;19;1909;1;2;6;2400;24;4.00;12;1;13;3;2;1;0
4636;2022;1;7;19;1909;1;4;6;2400;24;4.00;13;2;14;3;2;1;0
4637;2022;1;7;19;1909;1;5;6;3228;32;5.38;16;1;18;5;3;2;0
4638;2022;1;7;19;1909;1;6;5;2000;20;4.00;10;1;11;3;2;1;0
4639;2022;1;7;19;1909;2;8;27;4050;41;1.50;24;11;34;3;0;1;2
4640;2022;1;7;19;1909;2;9;27;4050;41;1.50;24;11;34;3;0;1;2
4641;2022;1;8;19;1908;1;5;8;5344;53;6.68;27;2;29;7;4;3;1
4642;2022;1;8;19;1908;1;6;8;4680;47;5.85;23;2;25;7;4;2;0
4643;2022;1;8;19;1908;2;8;4;640;6;1.60;4;2;5;1;0;0;0
4644;2022;1;7;20;2001;1;1;58;38280;383;6.60;191;17;208;48;30;19;4
4645;2022;1;7;20;2001;1;5;258;138804;1,388;5.38;693;62;754;194;110;69;14
4646;2022;1;7;20;2001;1;7;2;870;9;4.35;4;1;5;1;1;0;0
4647;2022;1;7;20;2004;1;1;6;5400;54;9.00;27;2;29;7;4;3;1
4648;2022;1;7;20;2004;1;5;64;44800;448;7.00;224;20;243;63;36;22;4
4649;2022;1;7;20;2004;1;6;25;12500;125;5.00;62;6;68;18;10;6;1
4650;2022;1;7;20;2007;1;1;31;29977;300;9.67;150;13;163;37;24;15;3
4651;2022;1;7;20;2007;1;5;149;99532;995;6.68;497;44;541;139;79;50;10
4652;2022;1;7;20;2007;1;6;9;5265;53;5.85;26;2;29;7;4;3;1
4653;2022;1;7;20;2007;2;8;178;35600;356;2.00;207;95;302;28;0;10;16
4654;2022;1;7;20;2007;2;9;200;40000;400;2.00;232;107;339;32;0;11;18
4655;2022;1;7;20;2009;1;1;10;9000;90;9.00;45;4;49;11;7;4;1
4656;2022;1;7;20;2009;1;5;38;28500;285;7.50;142;13;155;40;23;14;3
4657;2022;1;7;20;2009;1;6;34;19890;199;5.85;99;9;108;28;16;10;2
4658;2022;1;7;20;2009;2;8;53;10600;106;2.00;62;28;90;8;0;3;5
4659;2022;1;7;20;2009;2;9;44;7920;79;1.80;46;21;67;6;0;2;4
4660;2022;1;7;20;2011;1;5;6;4200;42;7.00;21;2;23;6;3;2;0
4661;2022;1;7;21;2101;1;1;38;28500;285;7.50;142;13;155;36;23;14;3
4662;2022;1;7;21;2101;1;2;8;6400;64;8.00;31;3;34;8;5;3;0
4663;2022;1;7;21;2101;1;3;1;725;7;7.25;4;0;4;1;1;0;0
4664;2022;1;7;21;2101;1;5;490;318500;3,185;6.50;1,589;142;1,731;446;253;159;32
4665;2022;1;7;21;2101;1;6;3;1800;18;6.00;9;1;10;3;1;1;0
4666;2022;1;7;21;2101;2;8;39;7790;78;2.00;45;21;66;6;0;2;4
4667;2022;1;7;21;2101;2;9;37;7460;75;2.02;43;20;63;6;0;2;3
4668;2022;1;7;21;2103;1;1;5;4000;40;8.00;20;2;22;5;3;2;0
4669;2022;1;7;21;2103;1;2;8;5600;56;7.00;27;3;30;7;4;3;0
4670;2022;1;7;21;2103;1;4;5;1590;16;3.18;8;1;9;2;1;1;0
4671;2022;1;7;21;2103;1;5;31;20150;202;6.50;101;9;110;28;16;10;2
4672;2022;1;7;21;2103;1;6;35;21000;210;6.00;105;9;114;29;17;10;2
4673;2022;1;7;21;2103;1;7;3;1300;13;4.33;7;1;7;2;1;1;0
4674;2022;1;7;21;2104;1;5;6;3900;39;6.50;19;2;21;5;3;2;0
4675;2022;1;7;21;2104;1;6;6;3600;36;6.00;18;2;20;5;3;2;0
4676;2022;1;7;21;2104;2;8;21;5000;50;2.38;29;13;42;4;0;1;2
4677;2022;1;7;21;2106;1;1;2;1500;15;7.50;7;1;8;2;1;1;0
4678;2022;1;7;21;2106;1;2;4;2800;28;7.00;14;1;15;4;2;1;0
4679;2022;1;7;21;2106;1;5;49;31850;319;6.50;159;14;173;45;25;16;3
4680;2022;1;7;21;2106;1;6;27;16200;162;6.00;81;7;88;23;13;8;2
4681;2022;1;7;21;2107;1;5;3;1950;20;6.50;10;1;11;3;2;1;0
4682;2022;1;7;21;2107;1;6;5;3000;30;6.00;15;1;16;4;2;1;0
4683;2022;1;7;22;2201;1;2;50;35000;350;7.00;172;16;188;45;25;18;2
4684;2022;1;7;22;2201;1;5;70;45500;455;6.50;227;20;247;64;36;23;5
4685;2022;1;7;22;2201;1;6;100;60000;600;6.00;299;27;326;84;48;30;6
4686;2022;1;7;22;2202;1;1;11;8250;83;7.50;41;4;45;10;7;4;1
4687;2022;1;7;22;2202;1;2;1;700;7;7.00;3;0;4;1;0;0;0
4688;2022;1;7;22;2202;1;5;42;27300;273;6.50;136;12;148;38;22;14;3
4689;2022;1;7;22;2202;1;6;37;22200;222;6.00;111;10;121;31;18;11;2
4690;2022;1;7;22;2202;2;8;5;875;9;1.75;5;2;7;1;0;0;0
4691;2022;1;7;22;2202;2;9;2;350;4;1.75;2;1;3;0;0;0;0
4692;2022;1;7;22;2205;1;5;98;63700;637;6.50;318;28;346;89;51;32;6
4693;2022;1;7;22;2205;1;6;40;24000;240;6.00;120;11;130;34;19;12;2
4694;2022;1;7;22;2205;2;8;10;2000;20;2.00;12;5;17;2;0;1;1
4695;2022;1;7;22;2205;2;9;10;2000;20;2.00;12;5;17;2;0;1;1
4696;2022;1;7;22;2206;1;2;2;1400;14;7.00;7;1;8;2;1;1;0
4697;2022;1;7;22;2206;1;5;1;650;7;6.50;3;0;4;1;1;0;0
4698;2022;1;7;22;2212;1;1;7;4620;46;6.60;23;2;25;6;4;2;0
4699;2022;1;7;22;2212;1;2;6;3000;30;5.00;15;1;16;4;2;2;0
4700;2022;1;7;22;2212;1;5;48;25824;258;5.38;129;12;140;36;20;13;3
4701;2022;1;7;22;2212;2;8;35;2100;21;0.60;12;6;18;2;0;1;1
4702;2022;1;7;22;2212;2;9;25;1500;15;0.60;9;4;13;1;0;0;1
4703;2022;1;9;1;102;2;8;1013;211503;2,115;2.09;1,227;566;1,794;167;0;59;95
