Número de correlativo;Año;Tipo de Carne;Mes;Departamento;Municipio;Clase;Sexo (subclase);Número de cabezas;Peso total en libras;Peso total del número de cabezas (quintales);Peso vivo promedio (peso de cada cabeza);Carne y hueso;Sebo;Total;Vísceras;Cuero;Sangre;Desperdicio
316;2022;1;3;12;1215;1;1;119;89250;893;7.50;445;40;485;111;71;45;9
317;2022;1;3;12;1215;1;2;107;74900;749;7.00;368;34;402;97;53;37;4
318;2022;1;3;12;1215;1;5;117;70200;702;6.00;350;31;382;98;56;35;7
319;2022;1;3;12;1215;1;6;96;56160;562;5.85;280;25;305;79;45;28;6
320;2022;1;3;12;1216;1;1;85;63750;638;7.50;318;28;346;80;51;32;6
321;2022;1;3;12;1216;1;2;32;22400;224;7.00;110;10;120;29;16;11;1
322;2022;1;3;12;1216;1;5;24;14400;144;6.00;72;6;78;20;11;7;1
323;2022;1;3;12;1216;1;6;92;38400;384;4.17;192;17;209;54;30;19;4
324;2022;1;3;12;1216;2;8;88;22000;220;2.50;128;59;187;17;0;6;10
325;2022;1;3;12;1216;2;9;42;6750;68;1.61;39;18;57;5;0;2;3
326;2022;1;3;12;1217;1;1;15;11250;113;7.50;56;5;61;14;9;6;1
327;2022;1;3;12;1217;1;2;22;15400;154;7.00;76;7;83;20;11;8;1
328;2022;1;3;12;1217;1;5;119;71400;714;6.00;356;32;388;100;57;36;7
329;2022;1;3;12;1217;2;8;124;24800;248;2.00;144;66;210;20;0;7;11
330;2022;1;3;12;1217;2;9;120;24000;240;2.00;139;64;204;19;0;7;11
331;2022;1;3;12;1219;1;5;12;6000;60;5.00;30;3;33;8;5;3;1
332;2022;1;3;12;1221;1;2;32;22400;224;7.00;110;10;120;29;16;11;1
333;2022;1;3;12;1221;2;8;49;10600;106;2.16;62;28;90;8;0;3;5
334;2022;1;3;12;1222;1;5;187;112200;1,122;6.00;560;50;610;157;89;56;11
335;2022;1;3;12;1222;1;6;8;4680;47;5.85;23;2;25;7;4;2;0
336;2022;1;3;12;1222;2;8;30;3000;30;1.00;17;8;25;2;0;1;1
337;2022;1;3;12;1222;2;9;34;3400;34;1.00;20;9;29;3;0;1;2
338;2022;1;3;12;1223;1;1;52;34320;343;6.60;171;15;187;43;27;17;3
339;2022;1;3;12;1225;1;1;4;2640;26;6.60;13;1;14;3;2;1;0
340;2022;1;3;12;1225;2;8;2;180;2;0.90;1;0;2;0;0;0;0
341;2022;1;3;12;1226;1;1;18;11880;119;6.60;59;5;65;15;9;6;1
342;2022;1;3;12;1226;1;2;16;8000;80;5.00;39;4;43;10;6;4;0
343;2022;1;3;12;1226;1;3;15;10425;104;6.95;51;4;56;13;8;5;1
344;2022;1;3;12;1226;1;4;5;1250;13;2.50;7;1;7;1;1;1;0
345;2022;1;3;12;1226;1;5;12;6000;60;5.00;30;3;33;8;5;3;1
346;2022;1;3;12;1226;1;6;9;3150;32;3.50;16;1;17;4;2;2;0
347;2022;1;3;12;1226;2;8;39;5850;59;1.50;34;16;50;5;0;2;3
348;2022;1;3;12;1226;2;9;36;5400;54;1.50;31;14;46;4;0;2;2
349;2022;1;3;12;1228;1;1;18;11880;119;6.60;59;5;65;15;9;6;1
350;2022;1;3;12;1228;1;5;5;2690;27;5.38;13;1;15;4;2;1;0
351;2022;1;3;12;1228;2;8;16;960;10;0.60;6;3;8;1;0;0;0
352;2022;1;3;12;1228;3;8;12;420;4;0.35;2.50;0.29;2.79;0.50;0.53;0.08;0.08
353;2022;1;3;12;1229;1;1;7;4620;46;6.60;23;2;25;6;4;2;0
354;2022;1;3;12;1229;1;2;8;4000;40;5.00;20;2;21;5;3;2;0
355;2022;1;3;12;1229;1;5;4;2152;22;5.38;11;1;12;3;2;1;0
356;2022;1;3;12;1229;1;6;5;1500;15;3.00;7;1;8;2;1;1;0
357;2022;1;3;12;1229;2;8;5;350;4;0.70;2;1;3;0;0;0;0
358;2022;1;3;12;1229;2;9;3;210;2;0.70;1;1;2;0;0;0;0
359;2022;1;3;12;1229;3;8;8;320;3;0.40;1.91;0.22;2.13;0.38;0.40;0.06;0.06
360;2022;1;3;12;1229;3;9;4;160;2;0.40;0.95;0.11;1.06;0.19;0.20;0.03;0.03
361;2022;1;3;12;1230;1;5;144;86400;864;6.00;431;39;470;121;69;43;9
362;2022;1;4;12;1203;1;1;3;1980;20;6.60;10;1;11;2;2;1;0
363;2022;1;4;12;1203;1;3;2;1390;14;6.95;7;1;7;2;1;1;0
364;2022;1;3;10;1007;1;5;4;2800;28;7.00;14;1;15;4;2;1;0
365;2022;1;3;10;1007;1;6;4;2492;25;6.23;12;1;14;3;2;1;0
366;2022;1;3;10;1007;2;8;4;1200;12;3.00;7;3;10;1;0;0;1
367;2022;1;5;10;1012;2;8;4;1000;10;2.50;6;3;8;1;0;0;0
368;2022;1;3;10;1008;1;1;49;34343;343;7.01;171;15;187;43;27;17;3
369;2022;1;3;10;1008;1;5;35;26843;268;7.67;134;12;146;38;21;13;3
370;2022;1;3;10;1010;1;1;45;36000;360;8.00;180;16;196;45;29;18;4
371;2022;1;3;10;1010;1;2;25;19325;193;7.73;95;9;104;25;14;10;1
372;2022;1;3;10;1010;1;5;50;40000;400;8.00;200;18;217;56;32;20;4
373;2022;1;3;10;1010;1;6;22;13706;137;6.23;68;6;74;19;11;7;1
374;2022;1;3;10;1010;2;8;107;26750;268;2.50;155;72;227;21;0;7;12
375;2022;1;3;10;1010;2;9;132;33000;330;2.50;192;88;280;26;0;9;15
376;2022;1;3;10;1011;1;1;25;22500;225;9.00;112;10;122;28;18;11;2
377;2022;1;3;10;1010;1;6;12;7476;75;6.23;37;3;41;10;6;4;1
378;2022;1;3;11;1102;2;8;17;2250;23;1.32;13;6;19;2;0;1;1
379;2022;1;3;11;1102;2;9;19;2900;29;1.53;17;8;25;2;0;1;1
380;2022;1;3;10;1012;2;8;3;750;8;2.50;4;2;6;1;0;0;0
381;2022;1;3;11;1105;1;1;66;39312;393;5.96;196;18;214;49;31;20;4
382;2022;1;3;10;1013;1;1;52;41600;416;8.00;208;19;226;52;33;21;4
383;2022;1;3;10;1013;1;2;6;4800;48;8.00;24;2;26;6;3;2;0
384;2022;1;3;10;1013;1;5;20;16000;160;8.00;80;7;87;22;13;8;2
385;2022;1;3;10;1013;1;6;24;14952;150;6.23;75;7;81;21;12;7;1
386;2022;1;3;10;1013;2;8;191;28650;287;1.50;166;77;243;23;0;8;13
387;2022;1;4;11;1107;1;5;31;18600;186;6.00;93;8;101;26;15;9;2
388;2022;1;4;11;1107;2;8;41;3440;34;0.84;20;9;29;3;0;1;2
389;2022;1;4;11;1107;2;9;23;1380;14;0.60;8;4;12;1;0;0;1
390;2022;1;4;11;1108;1;1;6;4938;49;8.23;25;2;27;6;4;2;0
391;2022;1;4;11;1108;1;2;11;8547;85;7.77;42;4;46;11;6;4;0
392;2022;1;4;11;1108;1;5;2;1576;16;7.88;8;1;9;2;1;1;0
393;2022;1;4;11;1109;1;1;4;3292;33;8.23;16;1;18;4;3;2;0
394;2022;1;4;11;1109;1;2;4;3108;31;7.77;15;1;17;4;2;2;0
395;2022;1;4;11;1109;1;5;4;3152;32;7.88;16;1;17;4;3;2;0
396;2022;1;5;11;1102;1;1;9;6590;66;7.32;33;3;36;8;5;3;1
397;2022;1;5;11;1102;1;2;13;7840;78;6.03;38;4;42;10;6;4;0
398;2022;1;5;11;1102;1;5;4;3030;30;7.58;15;1;16;4;2;2;0
399;2022;1;5;11;1102;2;8;20;2700;27;1.35;16;7;23;2;0;1;1
400;2022;1;5;11;1102;2;9;19;2450;25;1.29;14;7;21;2;0;1;1
401;2022;1;5;11;1105;1;1;72;41043;410;5.70;205;18;223;51;33;21;4
402;2022;1;5;11;1105;1;6;16;7393;74;4.62;37;3;40;10;6;4;1
403;2022;1;5;11;1107;1;1;17;10200;102;6.00;51;5;55;13;8;5;1
404;2022;1;5;11;1107;1;2;12;7200;72;6.00;35;3;39;9;5;4;0
405;2022;1;5;11;1107;1;5;25;15000;150;6.00;75;7;82;21;12;7;2
406;2022;1;5;11;1107;2;8;48;3840;38;0.80;22;10;33;3;0;1;2
407;2022;1;5;11;1107;2;9;19;1520;15;0.80;9;4;13;1;0;0;1
408;2022;1;5;11;1108;1;1;2;1646;16;8.23;8;1;9;2;1;1;0
409;2022;1;5;11;1108;1;2;12;9324;93;7.77;46;4;50;12;7;5;0
410;2022;1;5;11;1108;1;5;2;1576;16;7.88;8;1;9;2;1;1;0
411;2022;1;5;11;1109;1;1;4;3292;33;8.23;16;1;18;4;3;2;0
412;2022;1;5;11;1109;1;2;3;2331;23;7.77;11;1;12;3;2;1;0
413;2022;1;5;11;1109;1;5;4;3152;32;7.88;16;1;17;4;3;2;0
414;2022;1;6;11;1102;1;1;8;5280;53;6.60;26;2;29;7;4;3;1
415;2022;1;6;11;1102;1;2;4;3060;31;7.65;15;1;16;4;2;2;0
416;2022;1;6;11;1102;1;5;13;8020;80;6.17;40;4;44;11;6;4;1
417;2022;1;6;11;1102;2;8;23;3050;31;1.33;18;8;26;2;0;1;1
418;2022;1;6;11;1102;2;9;15;2000;20;1.33;12;5;17;2;0;1;1
419;2022;1;6;11;1105;1;1;64;36601;366;5.72;183;16;199;46;29;18;4
420;2022;1;6;11;1105;1;6;17;6531;65;3.84;33;3;35;9;5;3;1
421;2022;1;6;11;1107;1;1;15;9000;90;6.00;45;4;49;11;7;4;1
422;2022;1;6;11;1107;1;2;9;5400;54;6.00;27;2;29;7;4;3;0
423;2022;1;6;11;1107;1;5;27;16200;162;6.00;81;7;88;23;13;8;2
424;2022;1;6;11;1107;2;8;40;3200;32;0.80;19;9;27;3;0;1;1
425;2022;1;6;11;1107;2;9;14;1120;11;0.80;7;3;9;1;0;0;1
426;2022;1;6;11;1108;1;1;2;1646;16;8.23;8;1;9;2;1;1;0
427;2022;1;6;11;1108;1;2;8;6216;62;7.77;31;3;33;8;4;3;0
428;2022;1;6;11;1108;1;5;6;4728;47;7.88;24;2;26;7;4;2;0
429;2022;1;6;11;1109;1;1;3;2469;25;8.23;12;1;13;3;2;1;0
430;2022;1;6;11;1109;1;2;3;2331;23;7.77;11;1;12;3;2;1;0
431;2022;1;6;11;1109;1;5;3;2364;24;7.88;12;1;13;3;2;1;0
432;2022;1;1;12;1203;1;1;2;1320;13;6.60;7;1;7;2;1;1;0
433;2022;1;1;12;1203;1;2;2;1000;10;5.00;5;0;5;1;1;1;0
434;2022;1;1;12;1203;1;5;1;538;5;5.38;3;0;3;1;0;0;0
435;2022;1;1;12;1203;1;7;2;550;6;2.75;3;0;3;1;0;0;0
436;2022;1;1;12;1203;2;8;2;230;2;1.15;1;1;2;0;0;0;0
437;2022;1;1;12;1203;2;9;3;475;5;1.58;3;1;4;0;0;0;0
438;2022;1;1;12;1203;3;8;1;60;1;0.60;0.36;0.04;0.40;0.07;0.08;0.01;0.01
439;2022;1;1;12;1203;3;9;3;180;2;0.60;1.07;0.13;1.20;0.22;0.23;0.04;0.04
440;2022;1;1;12;1204;1;1;20;13200;132;6.60;66;6;72;16;10;7;1
441;2022;1;1;12;1204;1;5;18;9684;97;5.38;48;4;53;14;8;5;1
442;2022;1;1;12;1204;2;8;15;900;9;0.60;5;2;8;1;0;0;0
443;2022;1;1;12;1204;3;8;20;700;7;0.35;4.17;0.49;4.66;0.84;0.88;0.14;0.14
444;2022;1;1;12;1204;3;9;15;525;5;0.35;3.13;0.37;3.49;0.63;0.66;0.11;0.11
445;2022;1;1;12;1204;4;8;20;700;7;0.35;4.17;0.49;4.66;0.92;0.88;0.18;0.18
446;2022;1;1;12;1206;1;1;15;9900;99;6.60;49;4;54;12;8;5;1
447;2022;1;1;12;1206;1;2;18;8100;81;4.50;40;4;43;10;6;4;0
448;2022;1;1;12;1206;1;4;10;3500;35;3.50;18;2;21;4;3;1;0
449;2022;1;1;12;1206;1;5;8;4800;48;6.00;24;2;26;7;4;2;0
450;2022;1;1;12;1206;2;8;10;1500;15;1.50;9;4;13;1;0;0;1
451;2022;1;1;12;1206;2;9;12;1800;18;1.50;10;5;15;1;0;1;1
452;2022;1;1;12;1206;3;8;28;840;8;0.30;5.00;0.59;5.59;1.01;1.05;0.17;0.17
453;2022;1;1;12;1206;3;9;24;1440;14;0.60;8.57;1.01;9.58;1.73;1.81;0.29;0.29
454;2022;1;1;12;1206;4;8;10;300;3;0.30;1.79;0.21;2.00;0.39;0.38;0.08;0.08
455;2022;1;1;12;1206;4;9;15;450;5;0.30;2.68;0.32;2.99;0.59;0.56;0.12;0.12
456;2022;1;1;12;1207;1;1;32;19200;192;6.00;96;9;104;24;15;10;2
457;2022;1;1;12;1207;1;5;15;9000;90;6.00;45;4;49;13;7;4;1
458;2022;1;1;12;1207;2;8;15;4500;45;3.00;26;12;38;4;0;1;2
459;2022;1;1;12;1207;3;8;14;840;8;0.60;5.00;0.59;5.59;1.01;1.05;0.17;0.17
460;2022;1;1;12;1208;1;1;20;13200;132;6.60;66;6;72;16;10;7;1
461;2022;1;1;12;1208;2;8;4;300;3;0.75;2;1;3;0;0;0;0
462;2022;1;1;12;1209;1;1;30;19800;198;6.60;99;9;108;25;16;10;2
463;2022;1;1;12;1209;1;2;10;4000;40;4.00;20;2;21;5;3;2;0
464;2022;1;1;12;1209;1;5;14;7532;75;5.38;38;3;41;11;6;4;1
465;2022;1;1;12;1209;2;8;22;1760;18;0.80;10;5;15;1;0;0;1
466;2022;1;1;12;1209;2;9;10;700;7;0.70;4;2;6;1;0;0;0
467;2022;1;1;12;1209;3;8;24;1200;12;0.50;7.14;0.84;7.99;1.44;1.50;0.24;0.24
468;2022;1;1;12;1209;3;9;24;1200;12;0.50;7.14;0.84;7.99;1.44;1.50;0.24;0.24
469;2022;1;1;12;1210;1;1;35;23100;231;6.60;115;10;126;29;18;12;2
470;2022;1;1;12;1210;1;3;10;6950;70;6.95;34;3;37;9;5;3;1
471;2022;1;1;12;1210;1;5;6;3228;32;5.38;16;1;18;5;3;2;0
472;2022;1;1;12;1210;1;6;10;3000;30;3.00;15;1;16;4;2;1;0
473;2022;1;1;12;1210;2;8;20;3000;30;1.50;17;8;25;2;0;1;1
474;2022;1;1;12;1210;2;9;15;2500;25;1.67;15;7;21;2;0;1;1
475;2022;1;1;12;1210;3;8;5;300;3;0.60;1.79;0.21;2.00;0.36;0.38;0.06;0.06
476;2022;1;1;12;1210;3;9;5;300;3;0.60;1.79;0.21;2.00;0.36;0.38;0.06;0.06
477;2022;1;1;12;1211;1;5;12;8400;84;7.00;42;4;46;12;7;4;1
478;2022;1;1;12;1211;2;8;12;1200;12;1.00;7;3;10;1;0;0;1
479;2022;1;1;12;1211;2;9;12;1200;12;1.00;7;3;10;1;0;0;1
480;2022;1;1;12;1212;1;1;11;8250;83;7.50;41;4;45;10;7;4;1
481;2022;1;1;12;1212;1;2;1;650;7;6.50;3;0;3;1;0;0;0
482;2022;1;1;12;1212;1;6;7;4725;47;6.75;24;2;26;7;4;2;0
483;2022;1;1;12;1212;2;8;12;720;7;0.60;4;2;6;1;0;0;0
484;2022;1;1;12;1212;2;9;7;420;4;0.60;2;1;4;0;0;0;0
485;2022;1;1;12;1213;1;1;2;1320;13;6.60;7;1;7;2;1;1;0
486;2022;1;1;12;1213;1;2;1;700;7;7.00;3;0;4;1;0;0;0
487;2022;1;1;12;1213;1;5;43;25800;258;6.00;129;12;140;36;20;13;3
488;2022;1;1;12;1213;1;6;16;9360;94;5.85;47;4;51;13;7;5;1
489;2022;1;1;12;1215;1;1;117;87750;878;7.50;438;39;477;109;70;44;9
490;2022;1;1;12;1215;1;2;103;72100;721;7.00;354;33;387;93;51;36;4
491;2022;1;1;12;1215;1;5;111;66600;666;6.00;332;30;362;93;53;33;7
492;2022;1;1;12;1215;1;6;99;57915;579;5.85;289;26;315;81;46;29;6
493;2022;1;1;12;1216;1;1;119;89250;893;7.50;445;40;485;111;71;45;9
494;2022;1;1;12;1216;1;6;38;24700;247;6.50;123;11;134;35;20;12;2
495;2022;1;1;12;1216;1;5;29;17400;174;6.00;87;8;95;24;14;9;2
496;2022;1;1;12;1216;1;2;55;38500;385;7.00;189;17;206;50;27;19;2
497;2022;1;1;12;1216;2;8;118;29500;295;2.50;171;79;250;23;0;8;13
498;2022;1;1;12;1216;2;9;13;2080;21;1.60;12;6;18;2;0;1;1
499;2022;1;1;12;1217;1;1;20;15000;150;7.50;75;7;82;19;12;7;2
500;2022;1;1;12;1217;1;2;18;12600;126;7.00;62;6;68;16;9;6;1
501;2022;1;1;12;1217;1;5;100;60000;600;6.00;299;27;326;84;48;30;6
502;2022;1;1;12;1217;2;8;125;25000;250;2.00;145;67;212;20;0;7;11
503;2022;1;1;12;1217;2;9;120;24000;240;2.00;139;64;204;19;0;7;11
504;2022;1;1;12;1221;1;2;32;22400;224;7.00;110;10;120;29;16;11;1
505;2022;1;1;12;1221;2;8;56;11619;116;2.07;67;31;99;9;0;3;5
506;2022;1;1;12;1222;1;5;191;114600;1,146;6.00;572;51;623;160;91;57;11
507;2022;1;1;12;1222;1;2;9;7200;72;8.00;35;3;39;9;5;4;0
508;2022;1;1;12;1222;2;8;33;3300;33;1.00;19;9;28;3;0;1;1
509;2022;1;1;12;1222;2;9;36;3600;36;1.00;21;10;31;3;0;1;2
510;2022;1;1;12;1223;1;1;52;34320;343;6.60;171;15;187;43;27;17;3
511;2022;1;1;12;1225;1;1;4;2640;26;6.60;13;1;14;3;2;1;0
512;2022;1;1;12;1225;2;8;2;180;2;0.90;1;0;2;0;0;0;0
513;2022;1;1;12;1226;1;1;21;13860;139;6.60;69;6;75;17;11;7;1
514;2022;1;1;12;1226;1;2;16;8000;80;5.00;39;4;43;10;6;4;0
515;2022;1;1;12;1226;1;3;19;13205;132;6.95;65;5;71;17;10;7;1
516;2022;1;1;12;1226;1;4;8;2200;22;2.75;12;1;13;3;2;1;0
517;2022;1;1;12;1226;1;5;16;8000;80;5.00;40;4;43;11;6;4;1
518;2022;1;1;12;1226;1;6;9;3150;32;3.50;16;1;17;4;2;2;0
519;2022;1;1;12;1226;2;8;39;5850;59;1.50;34;16;50;5;0;2;3
520;2022;1;1;12;1226;2;9;40;6000;60;1.50;35;16;51;5;0;2;3
521;2022;1;1;12;1228;1;1;12;7920;79;6.60;40;4;43;10;6;4;1
522;2022;1;1;12;1228;1;5;9;5400;54;6.00;27;2;29;8;4;3;1
523;2022;1;1;12;1228;2;8;8;480;5;0.60;3;1;4;0;0;0;0
524;2022;1;1;12;1228;3;8;12;420;4;0.35;2.50;0.29;2.79;0.50;0.53;0.08;0.08
525;2022;1;1;12;1229;1;1;9;5940;59;6.60;30;3;32;7;5;3;1
526;2022;1;1;12;1229;1;2;7;3500;35;5.00;17;2;19;5;2;2;0
527;2022;1;1;12;1229;1;4;5;1500;15;3.00;8;1;9;2;1;1;0
528;2022;1;1;12;1229;1;5;2;1076;11;5.38;5;0;6;2;1;1;0
529;2022;1;1;12;1229;1;6;2;600;6;3.00;3;0;3;1;0;0;0
530;2022;1;1;12;1229;1;7;1;300;3;3.00;2;0;2;0;0;0;0
531;2022;1;1;12;1229;2;8;7;490;5;0.70;3;1;4;0;0;0;0
532;2022;1;1;12;1229;2;9;5;350;4;0.70;2;1;3;0;0;0;0
533;2022;1;1;12;1229;3;8;7;280;3;0.40;1.67;0.20;1.86;0.34;0.35;0.06;0.06
534;2022;1;1;12;1229;3;9;3;120;1;0.40;0.71;0.08;0.80;0.14;0.15;0.02;0.02
535;2022;1;1;12;1230;1;1;10;7500;75;7.50;37;3;41;9;6;4;1
536;2022;1;1;12;1230;1;2;20;14000;140;7.00;69;6;75;18;10;7;1
537;2022;1;1;12;1230;1;5;89;53400;534;6.00;266;24;290;75;42;27;5
538;2022;1;1;12;1230;1;6;23;13455;135;5.85;67;6;73;19;11;7;1
539;2022;1;2;12;1203;1;1;3;1980;20;6.60;10;1;11;2;2;1;0
540;2022;1;2;12;1203;1;2;2;1000;10;5.00;5;0;5;1;1;1;0
541;2022;1;2;12;1203;1;3;3;2085;21;6.95;10;1;11;3;2;1;0
542;2022;1;2;12;1203;1;5;3;1614;16;5.38;8;1;9;2;1;1;0
543;2022;1;2;12;1203;1;7;1;275;3;2.75;1;0;2;0;0;0;0
544;2022;1;2;12;1203;2;8;2;230;2;1.15;1;1;2;0;0;0;0
545;2022;1;2;12;1203;2;9;3;475;5;1.58;3;1;4;0;0;0;0
546;2022;1;2;12;1203;3;8;1;60;1;0.60;0.36;0.04;0.40;0.07;0.08;0.01;0.01
547;2022;1;2;12;1203;3;9;2;120;1;0.60;0.71;0.08;0.80;0.14;0.15;0.02;0.02
548;2022;1;2;12;1204;1;1;20;13200;132;6.60;66;6;72;16;10;7;1
549;2022;1;2;12;1204;1;5;18;9684;97;5.38;48;4;53;14;8;5;1
550;2022;1;2;12;1204;2;8;15;900;9;0.60;5;2;8;1;0;0;0
551;2022;1;2;12;1204;3;8;20;700;7;0.35;4.17;0.49;4.66;0.84;0.88;0.14;0.14
552;2022;1;2;12;1204;3;9;15;525;5;0.35;3.13;0.37;3.49;0.63;0.66;0.11;0.11
553;2022;1;2;12;1204;4;8;20;700;7;0.35;4.17;0.49;4.66;0.92;0.88;0.18;0.18
554;2022;1;2;12;1206;1;1;12;7920;79;6.60;40;4;43;10;6;4;1
555;2022;1;2;12;1206;1;2;14;7000;70;5.00;34;3;38;9;5;4;0
556;2022;1;2;12;1206;1;4;10;3500;35;3.50;18;2;21;4;3;1;0
557;2022;1;2;12;1206;1;5;6;2700;27;4.50;13;1;15;4;2;1;0
558;2022;1;2;12;1206;2;8;10;1500;15;1.50;9;4;13;1;0;0;1
559;2022;1;2;12;1206;2;9;8;1200;12;1.50;7;3;10;1;0;0;1
560;2022;1;2;12;1206;3;8;20;600;6;0.30;3.57;0.42;3.99;0.72;0.75;0.12;0.12
561;2022;1;2;12;1206;3;9;18;1080;11;0.60;6.43;0.76;7.19;1.30;1.35;0.22;0.22
562;2022;1;2;12;1206;4;8;10;350;4;0.35;2.08;0.25;2.33;0.46;0.44;0.09;0.09
563;2022;1;2;12;1206;4;9;12;360;4;0.30;2.14;0.25;2.40;0.47;0.45;0.09;0.09
564;2022;1;2;12;1207;1;1;28;16800;168;6.00;84;7;91;21;13;8;2
565;2022;1;2;12;1207;1;5;6;3600;36;6.00;18;2;20;5;3;2;0
566;2022;1;2;12;1207;2;8;18;5400;54;3.00;31;14;46;4;0;2;2
567;2022;1;2;12;1207;3;8;1;60;1;0.60;0.36;0.04;0.40;0.07;0.08;0.01;0.01
568;2022;1;2;12;1208;1;1;20;13200;132;6.60;66;6;72;16;10;7;1
569;2022;1;2;12;1208;2;8;3;225;2;0.75;1;1;2;0;0;0;0
570;2022;1;5;10;1013;1;1;51;40800;408;8.00;204;18;222;51;32;20;4
571;2022;1;5;10;1013;1;2;8;6400;64;8.00;31;3;34;8;5;3;0
572;2022;1;5;10;1013;1;5;24;19200;192;8.00;96;9;104;27;15;10;2
573;2022;1;5;10;1013;1;6;19;11837;118;6.23;59;5;64;17;9;6;1
574;2022;1;5;10;1013;2;8;164;24600;246;1.50;143;66;209;19;0;7;11
575;2022;1;3;11;1105;1;6;26;12079;121;4.65;60;5;66;17;10;6;1
576;2022;1;3;11;1107;1;1;16;9600;96;6.00;48;4;52;12;8;5;1
577;2022;1;3;11;1107;1;2;8;4800;48;6.00;24;2;26;6;3;2;0
578;2022;1;3;11;1107;1;5;21;12600;126;6.00;63;6;68;18;10;6;1
579;2022;1;3;11;1107;2;8;43;3440;34;0.80;20;9;29;3;0;1;2
580;2022;1;3;11;1107;2;9;15;1200;12;0.80;7;3;10;1;0;0;1
581;2022;1;3;11;1108;1;1;7;5761;58;8.23;29;3;31;7;5;3;1
582;2022;1;3;11;1108;1;2;8;6216;62;7.77;31;3;33;8;4;3;0
583;2022;1;3;11;1109;1;1;4;3292;33;8.23;16;1;18;4;3;2;0
584;2022;1;3;11;1109;1;2;5;3885;39;7.77;19;2;21;5;3;2;0
585;2022;1;3;11;1109;1;5;5;3940;39;7.88;20;2;21;6;3;2;0
586;2022;1;4;11;1102;1;1;7;4680;47;6.69;23;2;25;6;4;2;0
587;2022;1;4;11;1102;1;2;10;6680;67;6.68;33;3;36;9;5;3;0
588;2022;1;4;11;1102;1;5;4;3060;31;7.65;15;1;17;4;2;2;0
589;2022;1;4;11;1102;2;8;20;2450;25;1.23;14;7;21;2;0;1;1
590;2022;1;4;11;1102;2;9;19;2400;24;1.26;14;6;20;2;0;1;1
591;2022;1;2;10;1018;1;2;2;1546;15;7.73;8;1;8;2;1;1;0
592;2022;1;2;10;1018;2;8;2;600;6;3.00;3;2;5;0;0;0;0
593;2022;1;6;8;807;1;1;2;1400;14;7.00;7;1;8;2;1;1;0
594;2022;1;1;9;909;3;9;2;70;1;0.35;0.42;0.05;0.47;0.08;0.09;0.01;0.01
595;2022;1;1;9;917;1;2;2;1400;14;7.00;7;1;8;2;1;1;0
596;2022;1;2;9;909;3;8;2;70;1;0.35;0.42;0.05;0.47;0.08;0.09;0.01;0.01
597;2022;1;2;9;917;1;1;2;1500;15;7.50;7;1;8;2;1;1;0
598;2022;1;3;9;917;1;6;2;1200;12;6.00;6;1;7;2;1;1;0
599;2022;1;4;9;909;3;9;2;70;1;0.35;0.42;0.05;0.47;0.08;0.09;0.01;0.01
600;2022;1;6;9;909;3;8;2;70;1;0.35;0.42;0.05;0.47;0.08;0.09;0.01;0.01
601;2022;1;1;10;1003;1;2;2;1400;14;7.00;7;1;8;2;1;1;0
602;2022;1;1;10;1005;1;5;2;1600;16;8.00;8;1;9;2;1;1;0
603;2022;1;1;8;801;1;1;2;1320;13;6.60;7;1;7;2;1;1;0
604;2022;1;2;8;806;1;7;2;590;6;2.95;3;0;3;1;0;0;0
605;2022;1;3;8;801;1;5;2;900;9;4.50;4;0;5;1;1;0;0
606;2022;1;1;10;1012;1;1;3;2400;24;8.00;12;1;13;3;2;1;0
607;2022;1;4;8;801;1;1;3;1980;20;6.60;10;1;11;2;2;1;0
608;2022;1;4;8;806;1;5;3;1887;19;6.29;9;1;10;3;1;1;0
609;2022;1;5;8;801;1;1;3;1980;20;6.60;10;1;11;2;2;1;0
610;2022;1;1;9;917;1;1;3;2250;23;7.50;11;1;12;3;2;1;0
611;2022;1;3;9;909;3;9;3;105;1;0.35;0.63;0.07;0.70;0.13;0.13;0.02;0.02
612;2022;1;3;9;917;1;2;3;2100;21;7.00;10;1;11;3;1;1;0
613;2022;1;5;9;909;3;8;3;105;1;0.35;0.63;0.07;0.70;0.13;0.13;0.02;0.02
614;2022;1;4;10;1013;1;1;60;48000;480;8.00;239;21;261;60;38;24;5
615;2022;1;4;10;1013;1;2;11;8800;88;8.00;43;4;47;11;6;4;0
616;2022;1;4;10;1013;1;5;29;23200;232;8.00;116;10;126;32;18;12;2
617;2022;1;4;10;1013;1;6;33;20559;206;6.23;103;9;112;29;16;10;2
618;2022;1;4;10;1013;2;8;177;26550;266;1.50;154;71;225;21;0;7;12
619;2022;1;4;10;1013;2;9;155;23250;233;1.50;135;62;197;18;0;7;10
620;2022;1;4;10;1014;1;1;112;89600;896;8.00;447;40;487;112;71;45;9
621;2022;1;4;10;1014;1;2;14;10822;108;7.73;53;5;58;14;8;5;1
622;2022;1;4;10;1014;1;5;23;16100;161;7.00;80;7;88;23;13;8;2
623;2022;1;4;10;1014;1;6;6;3738;37;6.23;19;2;20;5;3;2;0
624;2022;1;4;10;1014;2;8;125;27625;276;2.21;160;74;234;22;0;8;12
625;2022;1;4;10;1014;2;9;384;84864;849;2.21;493;227;720;67;0;24;38
626;2022;1;4;10;1015;1;1;12;7920;79;6.60;40;4;43;10;6;4;1
627;2022;1;4;10;1015;1;6;12;6000;60;5.00;30;3;33;8;5;3;1
